"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding"
"1062","","Rothemann Barbarastraße","","50.466183","9.706208","1802","","0","","",""
"1063","","Rothemann Barbarastraße","","50.466388","9.70625","1802","","0","","",""
"1064","","Rothemann Hattenhofer Straße","","50.46426","9.705805","1802","","0","","",""
"1065","","Rothemann Hattenhofer Straße","","50.46428","9.705813","1802","","0","","",""
"1066","","Rodges TP-West/Böcklerstraße","","50.553442","9.596152","2001","","0","","",""
"1067","","Rodges TP-West/Dieselstraße","","50.552628","9.598835","2001","","0","","",""
"1068","","Rodges","","50.553893","9.606743","2001","","0","","",""
"1069","","Rodges","","50.553995","9.606387","2001","","0","","",""
"1070","","Rodges TP-West/Heinkelstraße","","50.557187","9.590612","2001","","0","","",""
"1071","","Rodholz","","50.489025","9.891395","1801","","0","","",""
"1072","","Rodges TP-West/Karrystraße","","50.560258","9.599363","2001","","0","","",""
"1073","","Rodges TP-West/Kruppstraße","","50.559113","9.593775","2001","","0","","",""
"1074","","Rodges TP-West/Schleyerstraße","","50.557232","9.601023","2001","","0","","",""
"1075","","Rodholz Schwarzerden","","50.481768","9.909078","1801","","0","","",""
"1076","","Rommerz Egerstraße","","50.452018","9.58553","1920","","0","","",""
"1077","","Rommerz Egerstraße","","50.452485","9.586468","1920","","0","","",""
"1078","","Rommerz Hainweg","","50.451982","9.570065","1920","","0","","",""
"1079","","Rommerz Hainweg","","50.45194","9.571","1920","","0","","",""
"1080","","Rommerz Maigrabenstraße","","50.450747","9.577335","1920","","0","","",""
"1081","","Rommersrain","","50.597485","9.985542","1740","","0","","",""
"1082","","Rommersrain","","50.597708","9.985607","1740","","0","","",""
"1083","","Rommerz Ortsmitte","","50.450745","9.576435","1920","","0","","",""
"1084","","Rommerz Ortsmitte","","50.450667","9.57702","1920","","0","","",""
"1085","","Rothenkirchen Bornfeldstraße","","50.719825","9.699162","1650","","0","","",""
"1086","","Rothenkirchen Bornfeldstraße","","50.719715","9.69893","1650","","0","","",""
"1087","","Roßbach","","50.707178","9.777102","1645","","0","","",""
"1088","","Roßbach","","50.707118","9.777073","1645","","0","","",""
"1089","","Rothenkirchen Ortsmitte","","50.721723","9.705005","1650","","0","","",""
"1090","","Rothenkirchen Ortsmitte","","50.721733","9.704965","1650","","0","","",""
"1091","","Rudolphshan Abzweig","","50.65862","9.698052","1601","","0","","",""
"1092","","Rudolphshan Abzweig","","50.65834","9.699087","1601","","0","","",""
"1093","","Rudolphshan Ortsmitte","","50.663388","9.699082","1601","","0","","",""
"1094","","Rückers Eckenheim","","50.406883","9.577477","1925","","0","","",""
"1095","","Rückers Eckenheim","","50.406948","9.577502","1925","","0","","",""
"1096","","Rückers Keutzelbuch","","50.396447","9.562852","1925","","0","","",""
"1097","","Rückers Keutzelbuch","","50.396558","9.562717","1925","","0","","",""
"1098","","Rückers Keutzelbuch","","50.396669","9.564711","1925","","0","","",""
"1099","","Rückers Kirche","","50.644515","9.745045","1645","","0","","",""
"1100","","Rückers Kirche","","50.64455","9.745038","1645","","0","","",""
"1101","","Rückers Leimenhof","","50.402657","9.55471","1925","","0","","",""
"1102","","Rückers Leimenhof","","50.402608","9.554692","1925","","0","","",""
"1103","","Rückers Ortsmitte","","50.406892","9.580152","1925","","0","","",""
"1104","","Rückers Ortsmitte","","50.406933","9.58015","1925","","0","","",""
"1105","","Rückers Schule","","50.405375","9.578017","1925","","0","","",""
"1106","","Rückers Schule","","50.405343","9.577877","1925","","0","","",""
"1107","","Sandberg","","50.456927","9.942208","1847","","0","","",""
"1108","","Sandberg","","50.456902","9.942217","1847","","0","","",""
"1109","","Sandenhof","","50.577858","9.995848","1740","","0","","",""
"1110","","Sandenhof","","50.578022","9.995777","1740","","0","","",""
"1111","","Sargenzell Abzweig","","50.658605","9.737045","1645","","0","","",""
"1112","","Sargenzell Abzweig","","50.658142","9.739123","1645","","0","","",""
"1113","","Sargenzell Ortsmitte","","50.662828","9.739132","1645","","0","","",""
"1114","","Sargenzell Praforst","","50.658207","9.723592","1645","","0","","",""
"1115","","Sargenzell Praforst","","50.658308","9.724448","1645","","0","","",""
"1116","","Schachen","","50.465638","9.918028","1847","","0","","",""
"1117","","Kleinsassen Schackau","","50.565407","9.871357","1701","","0","","",""
"1118","","Kleinsassen Schackau","","50.565447","9.871335","1701","","0","","",""
"1119","","Seiferts Ulsterstraße","","50.525102","10.015053","1747","","0","","",""
"1120","","Seiferts Ulsterstraße","","50.523722","10.016635","1747","","0","","",""
"1121","","Seiferts Wiesenweg","","50.528038","10.013615","1747","","0","","",""
"1122","","Seiferts Wiesenweg","","50.527992","10.013638","1747","","0","","",""
"1123","","Setzelbach","","50.692793","9.907547","1630","","0","","",""
"1124","","Sickels Bürgerhaus","","50.534181","9.648317","2001","","0","","",""
"1125","","Sickels Bürgerhaus","","50.534125","9.648215","2001","","0","","",""
"1126","","Sickels Günther-Groenhoff-Straße","","50.53632","9.64756","2001","","0","","",""
"1127","","Sickels Günther-Groenhoff-Straße","","50.536258","9.647398","2001","","0","","",""
"1128","","Sickels An der Mariengrotte","","50.53506","9.641235","2001","","0","","",""
"1129","","Sickels An der Mariengrotte","","50.534982","9.641058","2001","","0","","",""
"1130","","Sickels Sägewerk","","50.535453","9.642797","2001","","0","","",""
"1131","","Sickels Sägewerk","","50.535508","9.643097","2001","","0","","",""
"1132","","Sickels An der Schindhohle","","50.536872","9.654433","2001","","0","","",""
"1133","","Sickels An der Schindhohle","","50.53697","9.654601","2001","","0","","",""
"1134","","Silges Oberdorf","","50.63597","9.816128","1648","","0","","",""
"1135","","Silges Oberdorf","","50.635923","9.816248","1648","","0","","",""
"1136","","Silges Unterdorf","","50.637437","9.811078","1648","","0","","",""
"1137","","Silges Unterdorf","","50.63751","9.811177","1648","","0","","",""
"1138","","Simmershausen Oberdorf","","50.590592","10.028503","1740","","0","","",""
"1139","","Simmershausen Oberdorf","","50.591032","10.02922","1740","","0","","",""
"1140","","Simmershausen Unterdorf","","50.593275","10.032263","1740","","0","","",""
"1141","","Simmershausen Unterdorf","","50.593322","10.032435","1740","","0","","",""
"1142","","Schlitzenhausen Sinswinden","","50.671125","9.994062","1710","","0","","",""
"1143","","Schlitzenhausen Tanner Straße","","50.663855","10.004663","1710","","0","","",""
"1144","","Schlitzenhausen Tanner Straße","","50.663933","10.005127","1710","","0","","",""
"1145","","Schlitzenhausen Tanner Straße","","50.663505","10.005985","1710","","0","","",""
"1146","","Schlotzau Am Küppel","","50.688757","9.644328","1613","","0","","",""
"1147","","Schlotzau Bergstraße","","50.690812","9.643587","1613","","0","","",""
"1148","","Schletzenhausen","","50.520672","9.491148","2101","","0","","",""
"1149","","Schletzenhausen","","50.52061","9.491037","2101","","0","","",""
"1150","","Schlitzenhausen Schilfweg","","50.662542","9.99963","1710","","0","","",""
"1151","","Schlitzenhausen Schilfweg","","50.662323","9.99926","1710","","0","","",""
"1152","","Schmalnau Abzw. Stellberg","","50.43664","9.801997","1806","","0","","",""
"1153","","Schmalnau Abzw. Stellberg","","50.436738","9.801817","1806","","0","","",""
"1154","","Schmalnau Bahnhof","","50.45611","9.788029","1806","","0","","",""
"1155","","Schmalnau Bahnhof","","50.456084","9.788076","1806","","0","","",""
"1156","","Schmalnau Hauptstraße","","50.452832","9.792565","1806","","0","","",""
"1157","","Schmalnau Hauptstraße","","50.452717","9.792568","1806","","0","","",""
"1158","","Schmalnau Haus Helfrich","","50.433353","9.807227","1806","","0","","",""
"1159","","Schmalnau Haus Helfrich","","50.433348","9.807192","1806","","0","","",""
"1160","","Soisdorf","","50.764288","9.894915","1658","","0","","",""
"1161","","Soisdorf","","50.76423","9.895067","1658","","0","","",""
"1162","","Schachen Sommerberg","","50.476433","9.90957","1847","","0","","",""
"1163","","Sonnenküppel","","50.64597","10.033077","1710","","0","","",""
"1164","","Sonnenküppel","","50.646177","10.033063","1710","","0","","",""
"1165","","Steinbach Am Ring","","50.732485","9.74519","1650","","0","","",""
"1166","","Steinbach Am Ring","","50.732662","9.745288","1650","","0","","",""
"1167","","Elters Steens","","50.568258","9.90582","1701","","0","","",""
"1168","","Elters Steens","","50.568305","9.9057","1701","","0","","",""
"1169","","Steinbach Grundmühle","","50.724542","9.734803","1650","","0","","",""
"1170","","Steinbach Grundmühle","","50.724517","9.734723","1650","","0","","",""
"1171","","Steinbach Kreuzgasse","","50.729777","9.743622","1650","","0","","",""
"1172","","Steinbach Kreuzgasse","","50.729713","9.743443","1650","","0","","",""
"1173","","Stork Oberstork DGH","","50.418972","9.48804","1925","","0","","",""
"1174","","Stork Unterstork","","50.418112","9.500262","1925","","0","","",""
"1175","","Stork Unterstork","","50.418093","9.50048","1925","","0","","",""
"1176","","Struth Bildstock","","50.419793","9.538155","1925","","0","","",""
"1177","","Struth Weiherweg","","50.41728","9.53939","1925","","0","","",""
"1178","","Steinwand Grabenhöfchen","","50.521025","9.905198","1820","","0","","",""
"1179","","Steinwand Grabenhöfchen","","50.52072","9.904613","1820","","0","","",""
"1180","","Steinwand Kreuzung","","50.512003","9.869482","1820","","0","","",""
"1181","","Steinwand Kreuzung","","50.511838","9.8702","1820","","0","","",""
"1182","","Steinwand Leimbachshof","","50.49266","9.843142","1801","","0","","",""
"1183","","Steinwand Leimbachshof","","50.492662","9.843028","1801","","0","","",""
"1184","","Steinwand Mittelberg","","50.514875","9.895897","1820","","0","","",""
"1185","","Steinwand Mittelberg","","50.514793","9.895953","1820","","0","","",""
"1186","","Steinwand Remerz","","50.490227","9.831848","1801","","0","","",""
"1187","","Steinwand Remerz","","50.490095","9.831347","1801","","0","","",""
"1188","","Stöckels","","50.570312","9.736565","2035","","0","","",""
"1189","","Stöckels","","50.570365","9.736777","2035","","0","","",""
"1190","","Schwarzbach","","50.60872","9.900043","1725","","0","","",""
"1191","","Schwarzbach","","50.608655","9.900292","1725","","0","","",""
"1192","","Schwarzenborn","","50.620343","9.9639","1713","","0","","",""
"1193","","Schwarzenborn","","50.620362","9.963443","1713","","0","","",""
"1194","","Schweben Sportplatz","","50.426887","9.598217","1925","","0","","",""
"1195","","Schweben Sportplatz","","50.426487","9.597747","1925","","0","","",""
"1196","","Tann Hasenmühle-B278","","50.651398","10.017755","1710","","0","","",""
"1197","","Tann Hasenmühle-B278","","50.651592","10.016682","1710","","0","","",""
"1198","","Tann Marktstraße","","50.642703","10.022897","1710","","0","","",""
"1199","","Tann Marktstraße","","50.642843","10.023032","1710","","0","","",""
"1200","","Tann Rhönhalle","","50.640652","10.024618","1710","","0","","",""
"1201","","Tann Rhönstraße","","50.64828","10.02162","1710","","0","","",""
"1202","","Tann Rhönstraße","","50.648635","10.02153","1710","","0","","",""
"1203","","Tann Stadttor","","50.640328","10.022108","1710","","0","","",""
"1204","","Tann Stadttor","","50.64024","10.021992","1710","","0","","",""
"1205","","Thalau Bonifatiusstraße","","50.440095","9.772957","1806","","0","","",""
"1206","","Thaiden","","50.540973","10.015012","1747","","0","","",""
"1207","","Thaiden","","50.540797","10.015087","1747","","0","","",""
"1208","","Theobaldshof Dermbacher Straße","","50.669505","10.039085","1710","","0","","",""
"1209","","Theobaldshof Dermbacher Straße","","50.669515","10.038063","1710","","0","","",""
"1210","","Theobaldshof DGH","","50.666983","10.04264","1710","","0","","",""
"1211","","Theobaldshof DGH","","50.667072","10.042363","1710","","0","","",""
"1212","","Tiefengruben Feuerwehrhaus","","50.473147","9.647143","1934","","0","","",""
"1213","","Tiefengruben Kasseler Straße","","50.47303","9.647857","1934","","0","","",""
"1214","","Tiefengruben Kasseler Straße","","50.473065","9.648127","1934","","0","","",""
"1215","","Traisbach","","50.59167","9.786683","2068","","0","","",""
"1216","","Traisbach","","50.591605","9.786697","2068","","0","","",""
"1217","","Treischfeld","","50.756333","9.890635","1658","","0","","",""
"1218","","Treischfeld","","50.75674","9.891245","1658","","0","","",""
"1219","","Unterbernhards Am Michaelshof","","50.591973","9.953318","1728","","0","","",""
"1220","","Unterbernhards Am Michaelshof","","50.59206","9.953342","1728","","0","","",""
"1221","","Dassen Unterdassen","","50.508945","9.773205","2077","","0","","",""
"1222","","Dassen Unterdassen","","50.508963","9.773072","2077","","0","","",""
"1223","","Uffhausen Am Kirchberg","","50.57132","9.527627","2109","","0","","",""
"1224","","Uffhausen Am Kirchberg","","50.571217","9.527602","2109","","0","","",""
"1225","","Uffhausen","","50.579895","9.5307","2109","","0","","",""
"1226","","Uffhausen","","50.579702","9.530733","2109","","0","","",""
"1227","","Ufhausen Abt-Sauer-Straße","","50.772718","9.859572","1658","","0","","",""
"1228","","Ufhausen Abt-Sauer-Straße","","50.772697","9.859527","1658","","0","","",""
"1229","","Ufhausen Vor dem Tor","","50.776342","9.863217","1658","","0","","",""
"1230","","Ufhausen Unterufhausen","","50.77003","9.87793","1658","","0","","",""
"1231","","Ufhausen Unterufhausen","","50.769885","9.878473","1658","","0","","",""
"1232","","Unterrupsroth","","50.553007","9.933443","1728","","0","","",""
"1233","","Unterrückersbach","","50.610968","9.983633","1713","","0","","",""
"1234","","Unterrückersbach","","50.611318","9.98444","1713","","0","","",""
"1235","","Unterrückersbach","","50.61102","9.983483","1713","","0","","",""
"1236","","Uttrichshausen Abzw. Döllbach","","50.416035","9.729793","1935","","0","","",""
"1237","","Uttrichshausen Abzw. Döllbach","","50.415867","9.72981","1935","","0","","",""
"1238","","Uttrichshausen Brücke","","50.41154093","9.732313603","1935","","0","","",""
"1239","","Uttrichshausen Brücke","","50.411563","9.732407","1935","","0","","",""
"1240","","Uttrichshausen Erlingsmühle","","50.407197","9.725343","1935","","0","","",""
"1241","","Uttrichshausen Erlingsmühle","","50.407253","9.725323","1935","","0","","",""
"1242","","Uttrichshausen Feuerwehrhaus","","50.410682","9.729402","1935","","0","","",""
"1243","","Uttrichshausen Feuerwehrhaus","","50.410823","9.729472","1935","","0","","",""
"1244","","Veitsteinbach Landrückenstraße","","50.393755","9.63885","1901","","0","","",""
"1245","","Veitsteinbach Landrückenstraße","","50.393811","9.638792","1901","","0","","",""
"1246","","Veitsteinbach Ortsmitte","","50.386985","9.645748","1901","","0","","",""
"1247","","Obernhausen Wasserkuppe","","50.498533","9.946788","1805","","0","","",""
"1248","","Welkers Industriegebiet","","50.483505","9.722418","1802","","0","","",""
"1249","","Welkers Rothemanner Straße","","50.474068","9.723015","1802","","0","","",""
"1250","","Welkers Rothemanner Straße","","50.474133","9.722962","1802","","0","","",""
"1251","","Welkers Talstraße","","50.47896","9.721103","1802","","0","","",""
"1252","","Welkers Talstraße","","50.47896","9.721307","1802","","0","","",""
"1253","","Wendershausen Hauptstraße","","50.632732","10.017068","1710","","0","","",""
"1254","","Wendershausen Raiffeisen","","50.629333","10.016225","1710","","0","","",""
"1255","","Wendershausen Raiffeisen","","50.629192","10.016195","1710","","0","","",""
"1256","","Wendershausen Tannfeldstraße","","50.63463","10.017517","1710","","0","","",""
"1257","","Weyhers Burgstraße","","50.485247","9.798483","1822","","0","","",""
"1258","","Weyhers Burgstraße","","50.486027","9.799322","1822","","0","","",""
"1259","","Weyhers Fuldaer Straße","","50.489265","9.801655","1822","","0","","",""
"1260","","Weyhers Fuldaer Straße","","50.489043","9.801335","1822","","0","","",""
"1261","","Wickers Tannenfelsstraße","","50.542812","9.988072","1740","","0","","",""
"1262","","Wickers Tannenfelsstraße","","50.543233","9.989265","1740","","0","","",""
"1263","","Wisselsrod","","50.53642","9.777232","2070","","0","","",""
"1264","","Wisselsrod","","50.536327","9.777322","2070","","0","","",""
"1265","","Wissels","","50.543303","9.757452","2045","","0","","",""
"1266","","Wissels","","50.543467","9.757548","2045","","0","","",""
"1267","","Wittges","","50.587978","9.869848","1701","","0","","",""
"1268","","Wittges","","50.587932","9.870242","1701","","0","","",""
"1269","","Wolferts","","50.537832","9.861695","2070","","0","","",""
"1270","","Wolferts","","50.537813","9.861313","2070","","0","","",""
"1271","","Wiesen Dorfstraße","","50.584567","9.781605","2068","","0","","",""
"1272","","Wiesen Dorfstraße","","50.584218","9.781412","2068","","0","","",""
"1273","","Wiesen Friedhof","","50.586068","9.786068","2068","","0","","",""
"1274","","Wiesen Friedhof","","50.586087","9.786088","2068","","0","","",""
"1275","","Wiesen Mittelberg","","50.585843","9.774615","2068","","0","","",""
"1276","","Wiesen Mittelberg","","50.586328","9.775637","2068","","0","","",""
"1277","","Wölf","","50.783103","9.808478","1663","","0","","",""
"1278","","Wüstensachsen Otto-Keidel-Straße","","50.498613","9.999535","1747","","0","","",""
"1279","","Wüstensachsen Rathaus","","50.500865","10.004718","1747","","0","","",""
"1280","","Wüstensachsen Rathaus","","50.50078","10.004692","1747","","0","","",""
"1281","","Wüstensachsen Tanner Straße","","50.503358","10.007403","1747","","0","","",""
"1282","","Wüstensachsen Tanner Straße","","50.503408","10.007422","1747","","0","","",""
"1283","","Zell","","50.518522","9.628302","2001","","0","","",""
"1284","","Zell","","50.518437","9.627947","2001","","0","","",""
"1285","","Zillbach","","50.428093","9.72211","1845","","0","","",""
"1286","","Zillbach","","50.428098","9.722075","1845","","0","","",""
"1287","","Zirkenbach Dreilindenweg","","50.520283","9.64301","2001","","0","","",""
"1288","","Zirkenbach Dreilindenweg","","50.52025","9.644707","2001","","0","","",""
"1289","","Zirkenbach Auf der Wolfsheide","","50.519698","9.637335","2001","","0","","",""
"1290","","Zirkenbach Auf der Wolfsheide","","50.519695","9.63719","2001","","0","","",""
